code,trade_time,close,open,high,low,vol,amount,date,pre_close,change,pct_chg
000001.SZ,2025-01-02 10:10:00,11.64,11.64,11.65,11.63,482300.0,5614363.0,20250102,11.64,0.0,0.0
000001.SZ,2025-01-02 10:11:00,11.63,11.64,11.65,11.63,720400.0,8384041.0,20250102,11.64,-0.01,-0.09
000001.SZ,2025-01-02 10:12:00,11.61,11.63,11.63,11.6,3098900.0,36003188.0,20250102,11.63,-0.02,-0.17
000001.SZ,2025-01-02 10:13:00,11.58,11.61,11.61,11.58,2941900.0,34111220.0,20250102,11.61,-0.03,-0.26
000001.SZ,2025-01-02 10:14:00,11.58,11.59,11.59,11.58,1535904.0,17794126.0,20250102,11.58,0.0,0.0
000001.SZ,2025-01-02 10:15:00,11.56,11.58,11.58,11.55,2591096.0,29973432.0,20250102,11.58,-0.02,-0.17
000001.SZ,2025-01-02 10:16:00,11.56,11.56,11.57,11.55,2023300.0,23382056.0,20250102,11.56,0.0,0.0
000001.SZ,2025-01-02 10:17:00,11.53,11.56,11.56,11.53,2037000.0,23512852.0,20250102,11.56,-0.03,-0.26
000001.SZ,2025-01-02 10:18:00,11.55,11.54,11.55,11.53,1053716.0,12158484.0,20250102,11.53,0.02,0.17
000001.SZ,2025-01-02 10:19:00,11.55,11.55,11.55,11.54,1451100.0,16750963.0,20250102,11.55,0.0,0.0
000001.SZ,2025-01-02 10:20:00,11.54,11.55,11.55,11.52,3106384.0,35819544.0,20250102,11.55,-0.01,-0.09
000001.SZ,2025-01-02 10:21:00,11.54,11.54,11.54,11.51,2226400.0,25653490.0,20250102,11.54,0.0,0.0
000001.SZ,2025-01-02 10:22:00,11.55,11.54,11.56,11.53,1580108.0,18229884.0,20250102,11.54,0.01,0.09
000001.SZ,2025-01-02 10:23:00,11.56,11.55,11.56,11.55,664600.0,7680942.0,20250102,11.55,0.01,0.09
000001.SZ,2025-01-02 10:24:00,11.56,11.55,11.56,11.55,1080900.0,12490592.0,20250102,11.56,0.0,0.0
000001.SZ,2025-01-02 10:25:00,11.56,11.56,11.57,11.56,481600.0,5568738.0,20250102,11.56,0.0,0.0
000001.SZ,2025-01-02 10:26:00,11.57,11.57,11.58,11.57,444100.0,5138460.0,20250102,11.56,0.01,0.09
000001.SZ,2025-01-02 10:27:00,11.57,11.57,11.57,11.55,855400.0,9889173.0,20250102,11.57,0.0,0.0
000001.SZ,2025-01-02 10:28:00,11.57,11.57,11.58,11.56,794200.0,9184888.0,20250102,11.57,0.0,0.0
000001.SZ,2025-01-02 10:29:00,11.57,11.57,11.58,11.56,316500.0,3661823.0,20250102,11.57,0.0,0.0
000001.SZ,2025-01-02 10:30:00,11.58,11.57,11.58,11.56,361600.0,4184615.0,20250102,11.57,0.01,0.09
000001.SZ,2025-01-02 10:31:00,11.57,11.57,11.58,11.56,896000.0,10366219.0,20250102,11.58,-0.01,-0.09
000001.SZ,2025-01-02 10:32:00,11.57,11.58,11.58,11.56,336504.0,3893419.2,20250102,11.57,0.0,0.0
000001.SZ,2025-01-02 10:33:00,11.57,11.57,11.58,11.56,663500.0,7677158.0,20250102,11.57,0.0,0.0
000001.SZ,2025-01-02 10:34:00,11.58,11.58,11.59,11.57,645243.0,7470066.5,20250102,11.57,0.01,0.09
000001.SZ,2025-01-02 10:35:00,11.6,11.59,11.6,11.58,631400.0,7318134.0,20250102,11.58,0.02,0.17
000001.SZ,2025-01-02 10:36:00,11.59,11.6,11.6,11.58,522900.0,6061997.0,20250102,11.6,-0.01,-0.09
000001.SZ,2025-01-02 10:37:00,11.59,11.58,11.59,11.58,229800.0,2662663.0,20250102,11.59,0.0,0.0
000001.SZ,2025-01-02 10:38:00,11.58,11.59,11.59,11.58,284800.0,3299359.0,20250102,11.59,-0.01,-0.09
000001.SZ,2025-01-02 10:39:00,11.6,11.59,11.62,11.58,891500.0,10341462.0,20250102,11.58,0.02,0.17
000001.SZ,2025-01-02 10:40:00,11.61,11.61,11.61,11.6,271100.0,3146236.0,20250102,11.6,0.01,0.09
000001.SZ,2025-01-02 10:41:00,11.59,11.6,11.61,11.59,1029800.0,11953366.0,20250102,11.61,-0.02,-0.17
000001.SZ,2025-01-02 10:42:00,11.59,11.59,11.6,11.58,449200.0,5206879.0,20250102,11.59,0.0,0.0
000001.SZ,2025-01-02 10:43:00,11.58,11.59,11.59,11.57,368800.0,4271342.0,20250102,11.59,-0.01,-0.09
000001.SZ,2025-01-02 10:44:00,11.57,11.58,11.58,11.57,442700.0,5122322.0,20250102,11.58,-0.01,-0.09
000001.SZ,2025-01-02 10:45:00,11.57,11.57,11.58,11.57,135800.0,1571646.0,20250102,11.57,0.0,0.0
000001.SZ,2025-01-02 10:46:00,11.58,11.57,11.59,11.57,270327.0,3130460.8,20250102,11.57,0.01,0.09
000001.SZ,2025-01-02 10:47:00,11.59,11.58,11.59,11.57,1114873.0,12911466.0,20250102,11.58,0.01,0.09
000001.SZ,2025-01-02 10:48:00,11.59,11.59,11.6,11.58,148200.0,1717968.0,20250102,11.59,0.0,0.0
000001.SZ,2025-01-02 10:49:00,11.61,11.59,11.61,11.59,293600.0,3404923.0,20250102,11.59,0.02,0.17
000001.SZ,2025-01-02 10:50:00,11.62,11.61,11.62,11.6,290200.0,3369036.0,20250102,11.61,0.01,0.09
000001.SZ,2025-01-02 10:51:00,11.62,11.62,11.62,11.61,277100.0,3218165.0,20250102,11.62,0.0,0.0
000001.SZ,2025-01-02 10:52:00,11.62,11.62,11.62,11.61,217600.0,2527226.0,20250102,11.62,0.0,0.0
000001.SZ,2025-01-02 10:53:00,11.64,11.62,11.64,11.61,716600.0,8330024.0,20250102,11.62,0.02,0.17
000001.SZ,2025-01-02 10:54:00,11.63,11.64,11.65,11.63,603510.0,7025073.5,20250102,11.64,-0.01,-0.09
000001.SZ,2025-01-02 10:55:00,11.63,11.64,11.64,11.63,239200.0,2784018.0,20250102,11.63,0.0,0.0
000001.SZ,2025-01-02 10:56:00,11.64,11.64,11.66,11.64,923100.0,10755024.0,20250102,11.63,0.01,0.09
000001.SZ,2025-01-02 10:57:00,11.64,11.65,11.65,11.64,171700.0,1998784.0,20250102,11.64,0.0,0.0
000001.SZ,2025-01-02 10:58:00,11.65,11.64,11.66,11.64,409800.0,4774388.0,20250102,11.64,0.01,0.09
000001.SZ,2025-01-02 10:59:00,11.65,11.65,11.66,11.64,272700.0,3177269.0,20250102,11.65,0.0,0.0
000001.SZ,2025-01-02 11:00:00,11.64,11.65,11.65,11.64,253800.0,2955642.0,20250102,11.65,-0.01,-0.09
000001.SZ,2025-01-02 11:01:00,11.64,11.64,11.64,11.63,142800.0,1662302.0,20250102,11.64,0.0,0.0
000001.SZ,2025-01-02 11:02:00,11.65,11.64,11.65,11.63,294200.0,3425025.0,20250102,11.64,0.01,0.09
000001.SZ,2025-01-02 11:03:00,11.64,11.65,11.65,11.64,608700.0,7090512.0,20250102,11.65,-0.01,-0.09
000001.SZ,2025-01-02 11:04:00,11.63,11.64,11.64,11.63,36900.0,429313.0,20250102,11.64,-0.01,-0.09
000001.SZ,2025-01-02 11:05:00,11.65,11.63,11.65,11.63,489400.0,5693926.0,20250102,11.63,0.02,0.17
000001.SZ,2025-01-02 11:06:00,11.64,11.65,11.66,11.64,347000.0,4043142.0,20250102,11.65,-0.01,-0.09
000001.SZ,2025-01-02 11:07:00,11.65,11.65,11.65,11.64,122200.0,1423436.0,20250102,11.64,0.01,0.09
000001.SZ,2025-01-02 11:08:00,11.64,11.64,11.66,11.64,239500.0,2789964.0,20250102,11.65,-0.01,-0.09
000001.SZ,2025-01-02 11:09:00,11.64,11.65,11.65,11.64,272600.0,3173690.0,20250102,11.64,0.0,0.0
000001.SZ,2025-01-02 11:10:00,11.66,11.65,11.66,11.65,228200.0,2659686.0,20250102,11.64,0.02,0.17
000001.SZ,2025-01-02 11:11:00,11.66,11.65,11.67,11.65,587084.0,6848400.5,20250102,11.66,0.0,0.0
000001.SZ,2025-01-02 11:12:00,11.64,11.65,11.66,11.64,245816.0,2863649.5,20250102,11.66,-0.02,-0.17
000001.SZ,2025-01-02 11:13:00,11.63,11.64,11.64,11.62,287100.0,3339726.0,20250102,11.64,-0.01,-0.09
000001.SZ,2025-01-02 11:14:00,11.63,11.63,11.64,11.62,234000.0,2722357.0,20250102,11.63,0.0,0.0
000001.SZ,2025-01-02 11:15:00,11.63,11.63,11.63,11.62,142800.0,1660780.0,20250102,11.63,0.0,0.0
000001.SZ,2025-01-02 11:16:00,11.64,11.63,11.65,11.63,256100.0,2981172.0,20250102,11.63,0.01,0.09
000001.SZ,2025-01-02 11:17:00,11.63,11.63,11.64,11.63,152000.0,1767958.0,20250102,11.64,-0.01,-0.09
000001.SZ,2025-01-02 11:18:00,11.63,11.63,11.63,11.62,184300.0,2141922.0,20250102,11.63,0.0,0.0
000001.SZ,2025-01-02 11:19:00,11.62,11.62,11.63,11.62,300500.0,3491917.0,20250102,11.63,-0.01,-0.09
000001.SZ,2025-01-02 11:20:00,11.62,11.61,11.63,11.61,271300.0,3153639.0,20250102,11.62,0.0,0.0
000001.SZ,2025-01-02 11:21:00,11.63,11.62,11.63,11.62,122700.0,1425834.0,20250102,11.62,0.01,0.09
000001.SZ,2025-01-02 11:22:00,11.61,11.63,11.63,11.61,178100.0,2069789.0,20250102,11.63,-0.02,-0.17
000001.SZ,2025-01-02 11:23:00,11.62,11.62,11.62,11.61,134200.0,1558653.0,20250102,11.61,0.01,0.09
000001.SZ,2025-01-02 11:24:00,11.61,11.61,11.62,11.61,467000.0,5423460.0,20250102,11.62,-0.01,-0.09
000001.SZ,2025-01-02 11:25:00,11.62,11.61,11.63,11.61,202800.0,2356462.0,20250102,11.61,0.01,0.09
000001.SZ,2025-01-02 11:26:00,11.61,11.61,11.62,11.61,319300.0,3708060.0,20250102,11.62,-0.01,-0.09
000001.SZ,2025-01-02 11:27:00,11.6,11.61,11.62,11.6,410300.0,4759991.0,20250102,11.61,-0.01,-0.09
000001.SZ,2025-01-02 11:28:00,11.6,11.6,11.61,11.6,299700.0,3476758.0,20250102,11.6,0.0,0.0
000001.SZ,2025-01-02 11:29:00,11.6,11.6,11.61,11.6,341000.0,3955909.0,20250102,11.6,0.0,0.0
000001.SZ,2025-01-02 11:30:00,11.61,11.6,11.61,11.6,101500.0,1177744.0,20250102,11.6,0.01,0.09
